Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
CH4281,SEMINAR-STYLE MODULE CLASS 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students and 
CL1101E,LECTURE 1,119,2,50,1,1030,ARTS & SOCIAL SCIENCES,Returning Students and 
,,30,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CL2101,LECTURE 1,33,6,1,1,325,ARTS & SOCIAL SCIENCES,Returning Students and 
,,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CL2103,LECTURE 1,43,16,1,1,252,ARTS & SOCIAL SCIENCES,Returning Students and 
,,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CL2241,LECTURE 1,20,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students and 
CL2281,LECTURE 1,61,12,1,1,469,ARTS & SOCIAL SCIENCES,Returning Students and 
,,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CL2291,LECTURE 1,78,9,1,1,4285,ARTS & SOCIAL SCIENCES,Returning Students and 
,,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CL3203,LECTURE 1,18,6,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students and 
,,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CL3281,LECTURE 1,16,10,1,1,600,ARTS & SOCIAL SCIENCES,Returning Students and 
,,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CM1101,LECTURE SL1,1,3,50,301,301,SCIENCE,Returning Students and 
,,21,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CM1111,LECTURE SL1,45,2,1,1,17,SCIENCE,Returning Students and 
CM1121,LECTURE SL1,2,6,100,1017,1489,SCIENCE,Returning Students and 
,,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CM1161,LECTURE SL1,71,8,1,1,3877,SCIENCE,Returning Students and 
CM1502,LECTURE 1,3,1,1,1,1,ENGINEERING,Returning Students and 
CM2101,LECTURE SL1,49,7,1,1,1500,SCIENCE,Returning Students and 
CM2102,LECTURE SL1,12,0,0,0,0,SCIENCE,Returning Students and 
CM2111,LECTURE SL1,52,0,0,0,0,SCIENCE,Returning Students and 
CM2121,LECTURE SL1,50,12,1,1,2200,SCIENCE,Returning Students and 
CM2132,LECTURE SL1,37,0,0,0,0,SCIENCE,Returning Students and 
CM3222,LECTURE SL1,85,1,1,1,1,SCIENCE,Returning Students and 
CM3225,LECTURE SL1,64,0,0,0,0,SCIENCE,Returning Students and 
CM3231,LECTURE SL1,53,0,0,0,0,SCIENCE,Returning Students and 
CM3251,LECTURE SL1,114,0,0,0,0,SCIENCE,Returning Students and 
CM3262,LECTURE SL1,33,0,0,0,0,SCIENCE,Returning Students and 
CM3264,LECTURE SL1,32,0,0,0,0,SCIENCE,Returning Students and 
CM3265,LECTURE SL1,45,0,0,0,0,SCIENCE,Returning Students and 
CM3291,LECTURE SL1,25,1,12,1,12,SCIENCE,Returning Students and 
CM3292,LECTURE SL1,15,0,0,0,0,SCIENCE,Returning Students and 
CM3295,LECTURE SL1,12,0,0,0,0,SCIENCE,Returning Students and 
CM3296,LECTURE SL1,4,0,0,0,0,SCIENCE,Returning Students and 
CM3301,LECTURE SL1,26,4,1,1,1000,SCIENCE,Returning Students and 
CM4212,LECTURE SL1,3,0,0,0,0,SCIENCE,Returning Students and 
CM4223,LECTURE SL1,58,0,0,0,0,SCIENCE,Returning Students and 
CM4236,LECTURE SL1,2,2,1,1,3044,SCIENCE,Returning Students and 
CM4237,LECTURE SL1,36,3,1,1,123,SCIENCE,Returning Students and 
CM4241,LECTURE SL1,40,3,100,1,1712,SCIENCE,Returning Students and 
CM4268,LECTURE SL1,54,0,0,0,0,SCIENCE,Returning Students and 
CN1111,LECTURE 1,8,0,0,0,0,ENGINEERING,Returning Students and 
,,5,4,20,1,500,ENGINEERING,NUS Students [G]
CN1111E,LECTURE 1,23,0,0,0,0,ENGINEERING,Returning Students and 
CN2108,SECTIONAL TEACHING 1,3,5,103,751,2001,ENGINEERING,Returning Students and 
CN2108,SECTIONAL TEACHING 3,1,5,202,2000,2000,ENGINEERING,Returning Students and 
CN2108,SECTIONAL TEACHING 4,1,3,250,2461,2461,ENGINEERING,Returning Students and 
CN2116,LECTURE 1,34,4,1,1,300,ENGINEERING,Returning Students and 
,,10,0,0,0,0,ENGINEERING,Reserved for [G] in later round
CN2116E,LECTURE 1,46,1,2,1,2,ENGINEERING,Returning Students and 
CN2125,LECTURE 1,41,0,0,0,0,ENGINEERING,Returning Students and 
CN2125E,LECTURE 1,28,0,0,0,0,ENGINEERING,Returning Students and 
CN3124,LECTURE 1,40,2,1,1,1,ENGINEERING,Returning Students and 
CN3124E,LECTURE 1,36,0,0,0,0,ENGINEERING,Returning Students and 
CN4118E,LECTURE 1,59,2,1,1,1,ENGINEERING,Returning Students and 
CN4118R,LECTURE 1,169,8,1,1,4199,ENGINEERING,Returning Students and 
CN4120E,LECTURE 1,83,0,0,0,0,ENGINEERING,Returning Students and 
CN4120R,LECTURE 1,92,4,1,1,100,ENGINEERING,Returning Students and 
CN4121,LECTURE 1,132,0,0,0,0,ENGINEERING,Returning Students and 
CN4121E,LECTURE 1,68,0,0,0,0,ENGINEERING,Returning Students and 
CN4203R,LECTURE 1,36,0,0,0,0,ENGINEERING,Returning Students and 
CN4208E,LECTURE 1,1,5,1000,3000,3000,ENGINEERING,Returning Students and 
CN4211R,LECTURE 1,53,0,0,0,0,ENGINEERING,Returning Students and 
CN4215R,LECTURE 1,17,3,100,1,911,ENGINEERING,Returning Students and 
CN4223R,LECTURE 1,17,2,1,1,1,ENGINEERING,Returning Students and 
CN4227E,LECTURE 1,32,0,0,0,0,ENGINEERING,Returning Students and 
CN4227R,LECTURE 1,36,1,3002,1,3002,ENGINEERING,Returning Students and 
CN4245R,LECTURE 1,55,1,100,1,100,ENGINEERING,Returning Students and 
CN4246E,LECTURE 1,17,0,0,0,0,ENGINEERING,Returning Students and 
CN4247R,LECTURE 1,13,1,100,1,100,ENGINEERING,Returning Students and 
CN4248,LECTURE 1,4,0,0,0,0,ENGINEERING,Returning Students and 
CN4249,LECTURE 1,26,0,0,0,0,ENGINEERING,Returning Students and 
CN5251,LECTURE 1,16,1,10,1,10,ENGINEERING,Returning Students and 
CP3201,LECTURE 1,24,28,1,67,3000,SCHOOL OF COMPUTING,Returning Students and 
CS1010,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students and 
,,15,24,1,705,2000,SCIENCE,Returning Students and 
,,4,1,1,1,1,SCHOOL OF COMPUTING,Returning Students and 
CS1010,SECTIONAL TEACHING 2,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students and 
,,14,21,95,496,2000,SCIENCE,Returning Students and 
,,4,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CS1010E,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students and 
,,11,5,49,1,2000,ENGINEERING,Returning Students and 
,,3,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
CS1020,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students and 
,,35,0,0,0,0,SCIENCE,Returning Students and 
,,14,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
,,4,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
CS1020E,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students and 
,,18,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
CS1102,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students and 
,,13,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
,,9,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
CS1102C,LECTURE ALL,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students and 
,,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
,,2,0,0,0,0,SCHOOL OF COMPUTING,NUS Students [G]
