Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
CS2105,LECTURE 1,35,28,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
CS2106,LECTURE 1,50,18,1,1,1000,ENGINEERING,Returning Students [P]
,,30,29,1,1,1500,SCHOOL OF COMPUTING,Returning Students [P]
CS2220,LECTURE 1,11,0,0,0,0,SCIENCE,Returning Students [P]
,,9,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
CS2309,LECTURE 1,17,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
CS3103,LECTURE 1,12,0,0,0,0,SCIENCE,Returning Students [P]
,,40,20,1,1,2000,SCHOOL OF COMPUTING,Returning Students [P]
CS3201,LECTURE 1,20,18,24,1,3000,SCHOOL OF COMPUTING,Returning Students [P]
CS3210,LECTURE 1,17,17,1,1,2052,SCHOOL OF COMPUTING,Returning Students [P]
CS3213,LECTURE 1,18,11,1,1,2000,SCHOOL OF COMPUTING,Returning Students [P]
CS3220,LECTURE 1,17,7,10,1,500,SCHOOL OF COMPUTING,Returning Students [P]
CS3230,LECTURE 1,20,0,0,0,0,SCIENCE,Returning Students [P]
,,20,4,1,1,1000,ENGINEERING,Returning Students [P]
,,4,12,10,1620,2500,SCHOOL OF COMPUTING,Returning Students [P]
,,10,2,100,1,101,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CS3235,LECTURE 1,25,15,1,1,1037,SCHOOL OF COMPUTING,Returning Students [P]
,,5,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CS3240,LECTURE 1,3,3,2,1,1000,SCIENCE,Returning Students [P]
,,5,16,5,6000,7172,ENGINEERING,Returning Students [P]
,,3,10,108,875,2500,SCHOOL OF COMPUTING,Returning Students [P]
,,6,7,2,200,800,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CS3240,LECTURE 2,2,0,0,0,0,SCIENCE,Returning Students [P]
,,5,16,4,5671,6500,ENGINEERING,Returning Students [P]
,,5,7,1,403,2947,SCHOOL OF COMPUTING,Returning Students [P]
,,6,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CS3241,LECTURE 1,12,0,0,0,0,SCIENCE,Returning Students [P]
