Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
ACC1002,LECTURE B1,18,14,1,1,1501,SCHOOL OF BUSINESS,Returning Students [P]
ACC1002X,LECTURE B1,18,18,80,1,1001,SCIENCE,Returning Students [P]
,,120,166,100,1502,5001,ENGINEERING,Returning Students [P]
,,25,16,1,1,991,SCHOOL OF COMPUTING,Returning Students [P]
,,28,7,3,1,1084,SCHOOL OF BUSINESS,Returning Students [P]
ACC1002X,LECTURE B2,17,12,1,1,507,SCIENCE,Returning Students [P]
,,100,138,15,1871,4501,ENGINEERING,Returning Students [P]
,,35,18,1,1,300,SCHOOL OF COMPUTING,Returning Students [P]
,,40,3,1,1,388,SCHOOL OF BUSINESS,Returning Students [P]
ACC1006,LECTURE C,310,350,1,88,2000,SCHOOL OF BUSINESS,Returning Students [P]
ACC2002,LECTURE B,8,4,1,1,301,SCHOOL OF COMPUTING,Returning Students [P]
,,300,352,2,150,1000,SCHOOL OF BUSINESS,Returning Students [P]
ACC3601,SECTIONAL TEACHING A1,10,1,52,1,52,SCHOOL OF BUSINESS,Returning Students [P]
ACC3601,SECTIONAL TEACHING A2,37,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3601,SECTIONAL TEACHING A3,27,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3602,SECTIONAL TEACHING B1,13,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3602,SECTIONAL TEACHING B2,7,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3603,SECTIONAL TEACHING C2,6,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3604,SECTIONAL TEACHING D2,8,1,500,1,500,SCHOOL OF BUSINESS,Returning Students [P]
ACC3605,SECTIONAL TEACHING E1,3,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3605,SECTIONAL TEACHING E2,14,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3614,SECTIONAL TEACHING H1,22,2,21,1,300,SCHOOL OF BUSINESS,Returning Students [P]
AR2101,DESIGN TUTORIAL 1,125,108,1,1,2315,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2221,LECTURE 1,125,121,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2723,LECTURE 1,125,123,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3101,DESIGN TUTORIAL 1,119,54,1,1,101,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3222,LECTURE 1,108,53,1,1,101,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4101,DESIGN TUTORIAL 1,70,24,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4103,DESIGN TUTORIAL 1,50,31,1,1,2274,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5011,LECTURE 1,100,22,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5321,LECTURE 1,80,50,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5610,LECTURE 1,10,7,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AS2213,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
AS2237,LECTURE 1,2,3,1,29,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
AS3234,LECTURE 1,2,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
AS3238,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
BN4301,LECTURE 1,60,46,1,1,4608,ENGINEERING,Returning Students [P]
BN4406,LECTURE 1,60,13,1,1,1500,ENGINEERING,Returning Students [P]
BSP1004,LECTURE D1,13,11,1,1,2200,ENGINEERING,Returning Students [P]
,,7,3,10,1,31,SCHOOL OF COMPUTING,Returning Students [P]
,,25,3,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
BSP1004,LECTURE D2,18,17,2,1,2101,ENGINEERING,Returning Students [P]
,,6,8,350,401,1200,SCHOOL OF COMPUTING,Returning Students [P]
,,33,10,1,1,650,SCHOOL OF BUSINESS,Returning Students [P]
BSP1005,LECTURE D1,13,14,19,20,1200,ENGINEERING,Returning Students [P]
,,35,8,1,1,650,SCHOOL OF BUSINESS,Returning Students [P]
BSP1005,LECTURE D2,17,20,10,200,1640,ENGINEERING,Returning Students [P]
,,38,15,1,1,887,SCHOOL OF BUSINESS,Returning Students [P]
BSP2001,LECTURE A1,154,200,67,500,1601,SCHOOL OF BUSINESS,Returning Students [P]
BSP2001,LECTURE A2,167,226,1,352,3131,SCHOOL OF BUSINESS,Returning Students [P]
BSP2005,LECTURE E,12,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
,,42,90,1,1401,3900,SCHOOL OF BUSINESS,Returning Students [P]
BSP4513,SECTIONAL TEACHING C1,5,9,502,1500,3000,SCHOOL OF BUSINESS,Returning Students [P]
BU4380,LECTURE 1,50,37,1,1,2500,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
BU4480,LECTURE 1,90,62,1,1,5462,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
BU4490,LECTURE 1,70,1,100,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
CE2134,LECTURE 1,200,117,1,1,420,ENGINEERING,Returning Students [P]
