Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
ACC1002,LECTURE V1,23,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
ACC1002X,LECTURE X1,94,127,1,655,4700,SCHOOL OF BUSINESS,NUS Students [P, G]
ACC1002X,LECTURE X2,84,124,1,589,4555,SCHOOL OF BUSINESS,NUS Students [P, G]
ACC1006,LECTURE J1,31,1,1,1,1,SCHOOL OF BUSINESS,NUS Students [P, G]
ACC2002,LECTURE K1,34,20,1,1,2159,SCHOOL OF BUSINESS,NUS Students [P, G]
ACC2002,LECTURE K2,63,12,1,1,1058,SCHOOL OF BUSINESS,NUS Students [P, G]
ACC4611,SECTIONAL TEACHING K1,4,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
ACC4612C,SECTIONAL TEACHING C1,7,2,3,1,100,SCHOOL OF BUSINESS,NUS Students [P, G]
AR1102,DESIGN LECTURE 1,9,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR1326,LECTURE 1,11,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR1721,LECTURE 1,24,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR1724,LECTURE 1,22,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR2102,DESIGN LECTURE 1,18,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR2223,LECTURE 1,17,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR2225,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR2327,LECTURE 1,13,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR3102,DESIGN LECTURE 1,13,5,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR3323,LECTURE 1,25,5,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
