Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
ACC1002,LECTURE B1,16,1,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
ACC1002X,LECTURE B1,8,30,1,2679,6184,SCHOOL OF BUSINESS,NUS Students [P, G]
ACC1002X,LECTURE B2,24,56,1,1375,3777,SCHOOL OF BUSINESS,NUS Students [P, G]
ACC1006,LECTURE C1,10,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
ACC1006,LECTURE C2,84,1,1213,1,1213,SCHOOL OF BUSINESS,NUS Students [P]
ACC2002,LECTURE B1,15,19,1,250,1777,SCHOOL OF BUSINESS,NUS Students [P, G]
ACC2002,LECTURE B2,87,29,1,1,866,SCHOOL OF BUSINESS,NUS Students [P, G]
ACC4611,SECTIONAL TEACHING J1,12,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
AR1102,DESIGN TUTORIAL 1,7,3,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR1326,LECTURE 1,5,2,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR1721,LECTURE 1,19,2,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR2102,DESIGN TUTORIAL 1,13,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR2223,LECTURE 1,17,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR2326,LECTURE 1,16,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR2724,LECTURE 1,48,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR3102,DESIGN TUTORIAL 1,8,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR3323,LECTURE 1,22,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR3324,LECTURE 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR4102,DESIGN TUTORIAL 1,22,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR4104,DESIGN TUTORIAL 1,18,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR4223,LECTURE 1,6,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR5011,LECTURE 2,25,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR5221,LECTURE 1,24,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AS2213,SEMINAR-STYLE MODULE CLASS 1,4,1,1,1,1,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
AS3231,SEMINAR-STYLE MODULE CLASS 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
AS4231,SEMINAR-STYLE MODULE CLASS 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
BHT4001A,SECTIONAL TEACHING A1,284,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
BHT4001B,SECTIONAL TEACHING A1,286,1,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
BHT4001C,SECTIONAL TEACHING A1,292,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
BN4202,LECTURE 1,18,0,0,0,0,ENGINEERING,NUS Students [P]
BN4402,LECTURE 1,7,2,1,1,500,ENGINEERING,NUS Students [P]
BSP1004,LECTURE D1,1,18,1,5000,5000,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP1005,LECTURE F2,84,118,1,643,2424,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP2001,LECTURE A1,8,5,1,1,116,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP2001,LECTURE A2,47,6,151,1,1356,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP2005,LECTURE E1,24,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP2005,LECTURE E2,95,2,1,1,1,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP3001A,SECTIONAL TEACHING A1,2,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
BSP3001A,SECTIONAL TEACHING A2,2,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
BSP3001A,SECTIONAL TEACHING A3,11,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
BSP3001B,SECTIONAL TEACHING A6,3,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
BSP3511,SEMINAR-STYLE MODULE CLASS E1,14,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
BST3002C,SECTIONAL TEACHING C1,20,7,1,1,1000,SCHOOL OF BUSINESS,NUS Students [P, G]
BST3002C,SECTIONAL TEACHING C2,34,4,1,1,1248,SCHOOL OF BUSINESS,NUS Students [P, G]
CE2112,LECTURE 1,62,1,110,1,110,ENGINEERING,NUS Students [P, G]
CE2183,LECTURE 1,100,15,1,1,1506,ENGINEERING,NUS Students [P, G]
CE3116,LECTURE 1,43,0,0,0,0,ENGINEERING,NUS Students [P]
CE3132,LECTURE 1,41,2,1,1,1,ENGINEERING,NUS Students [P]
CE3155,LECTURE 1,60,1,1,1,1,ENGINEERING,NUS Students [P]
CE3165,LECTURE 1,65,1,1,1,1,ENGINEERING,NUS Students [P]
CE4103,DESIGN TUTORIAL Dsg,38,0,0,0,0,ENGINEERING,NUS Students [P]
CE4104,DESIGN TUTORIAL Prj,84,2,1,1,1,ENGINEERING,NUS Students [P]
CE4258,LECTURE 1,31,0,0,0,0,ENGINEERING,NUS Students [P]
CE5106,LECTURE 1,14,1,1,1,1,ENGINEERING,NUS Students [P]
CE5107,LECTURE 1,6,0,0,0,0,ENGINEERING,NUS Students [P]
CE5207,LECTURE 1,15,0,0,0,0,ENGINEERING,NUS Students [P]
CE5513,LECTURE 1,17,0,0,0,0,ENGINEERING,NUS Students [P]
CE5603,LECTURE 1,15,0,0,0,0,ENGINEERING,NUS Students [P]
CE5604,LECTURE 1,10,0,0,0,0,ENGINEERING,NUS Students [P]
CE5611,LECTURE 1,12,0,0,0,0,ENGINEERING,NUS Students [P]
CE5702,LECTURE 1,8,0,0,0,0,ENGINEERING,NUS Students [P]
CE5710,LECTURE 1,15,0,0,0,0,ENGINEERING,NUS Students [P]
CE5711,LECTURE 1,14,0,0,0,0,ENGINEERING,NUS Students [P]
CE5713,LECTURE 1,12,0,0,0,0,ENGINEERING,NUS Students [P]
CE5715,LECTURE 1,15,0,0,0,0,ENGINEERING,NUS Students [P]
CE5806,LECTURE 1,1,0,0,0,0,ENGINEERING,NUS Students [P]
CE5881,LECTURE 1,8,0,0,0,0,ENGINEERING,NUS Students [P]
CH1101E,LECTURE 1,127,29,1,1,1219,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH2141,LECTURE 1,66,41,1,1,2293,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH2161,LECTURE 1,24,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
CH2243,LECTURE 1,30,3,1,1,300,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH2244,LECTURE 1,65,8,1,1,702,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH2291,LECTURE 1,153,55,1,1,1413,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH3225,LECTURE 1,42,3,1,1,50,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH3226,LECTURE 1,47,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH3228,LECTURE 1,44,2,1,1,500,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH3243,LECTURE 1,32,6,1,1,1065,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH3246,LECTURE 1,40,3,1,1,100,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH3248,LECTURE 1,47,3,100,1,867,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH3261,LECTURE 1,44,2,1,1,10,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH3291,LECTURE 1,48,1,1,1,1,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH4207,SEMINAR-STYLE MODULE CLASS 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
CH4222,SEMINAR-STYLE MODULE CLASS 1,24,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
CH4244,SEMINAR-STYLE MODULE CLASS 1,21,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
CH4261,SEMINAR-STYLE MODULE CLASS 1,27,1,4,1,4,ARTS & SOCIAL SCIENCES,NUS Students [P]
CL1101E,LECTURE 1,207,62,1,1,1787,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CL2101,LECTURE 1,28,6,2,1,1603,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
