Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
ACC3601,SECTIONAL TEACHING A2,14,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
ACC3602,SECTIONAL TEACHING B1,2,2,2,1,10,SCHOOL OF BUSINESS,NUS Students [P, G]
ACC3602,SECTIONAL TEACHING B2,3,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P, G]
ACC3603,SECTIONAL TEACHING C2,6,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
ACC3605,SECTIONAL TEACHING E2,6,3,50,1,1246,SCHOOL OF BUSINESS,NUS Students [P, G]
ACC3614,SECTIONAL TEACHING H1,6,5,1,1,1404,SCHOOL OF BUSINESS,NUS Students [P, G]
AR1101,DESIGN TUTORIAL 1,21,2,1,1,5,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR1121,LECTURE 1,22,3,1,1,201,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR1221,LECTURE 1,10,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR2101,DESIGN TUTORIAL 1,8,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR3101,DESIGN TUTORIAL 1,57,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR3222,LECTURE 1,26,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P, G]
AR4101,DESIGN TUTORIAL 1,42,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR4101,DESIGN TUTORIAL 3,1,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR4103,DESIGN TUTORIAL 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR4103,DESIGN TUTORIAL 3,1,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR5011,LECTURE 1,74,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR5321,LECTURE 1,15,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR5610,LECTURE 1,11,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AS2213,LECTURE 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
