Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
ACC1002,LECTURE B1,6,10,157,436,647,SCHOOL OF BUSINESS,NUS Students [P]
ACC1002,LECTURE B2,1,3,452,658,658,SCHOOL OF BUSINESS,NUS Students [P]
ACC1002X,LECTURE B1,17,42,1,1281,2900,SCHOOL OF BUSINESS,NUS Students [P, G]
ACC1002X,LECTURE B2,8,22,233,2185,5430,SCHOOL OF BUSINESS,NUS Students [P, G]
ACC1006,LECTURE C,4,9,10,1300,1850,SCHOOL OF BUSINESS,NUS Students [P]
ACC2002,LECTURE B,5,10,300,1043,1812,SCHOOL OF BUSINESS,NUS Students [P, G]
AR1101,DESIGN TUTORIAL 1,14,1,100,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR1121,LECTURE 1,14,2,100,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR2101,DESIGN TUTORIAL 1,13,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR2221,LECTURE 1,14,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR2511,PACKAGED LECTURE 1,13,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR2723,LECTURE 1,12,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR3101,DESIGN TUTORIAL 1,33,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR4101,DESIGN TUTORIAL 1,42,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR4103,DESIGN TUTORIAL 1,18,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR4222,LECTURE 1,17,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR4322,LECTURE 1,16,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR4323,LECTURE 1,49,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR5011,LECTURE 1,49,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR5312,LECTURE 1,14,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR5321,LECTURE 1,50,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR5610,LECTURE 1,17,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AS3234,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
BCP4002A,SECTIONAL TEACHING A,433,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
BCP4002B,SECTIONAL TEACHING B,497,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
BHT4001A,SECTIONAL TEACHING A,486,1,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
BHT4001B,SECTIONAL TEACHING B,498,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
BHT4001C,SECTIONAL TEACHING C,500,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
BN2101,LECTURE 1,69,0,0,0,0,ENGINEERING,NUS Students [P]
BN3101,LECTURE 1,75,0,0,0,0,ENGINEERING,NUS Students [P]
BN3201,LECTURE 1,70,0,0,0,0,ENGINEERING,NUS Students [P]
BN3301,LECTURE 1,69,0,0,0,0,ENGINEERING,NUS Students [P]
BN3501,LECTURE 1,70,0,0,0,0,ENGINEERING,NUS Students [P]
BN4406,LECTURE 1,13,2,1,1,1265,ENGINEERING,NUS Students [P]
BSP1004,LECTURE D1,1,10,220,609,609,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP1004,LECTURE D2,1,5,400,1500,1500,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP2001,LECTURE A1,1,2,239,1260,1260,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP2005,LECTURE E1,5,9,1,500,2000,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP2005,LECTURE E2,10,7,53,1,1372,SCHOOL OF BUSINESS,NUS Students [P, G]
CE2134,LECTURE 1,88,1,101,1,101,ENGINEERING,NUS Students [P]
CE2155,LECTURE 1,152,8,1,1,2087,ENGINEERING,NUS Students [P]
CE2184,LECTURE 1,96,3,1,1,100,ENGINEERING,NUS Students [P, G]
CE2407,LECTURE 1,118,5,1,1,10,ENGINEERING,NUS Students [P, G]
CE2409,LECTURE 1,227,2,1,1,10,ENGINEERING,NUS Students [P, G]
CE3101,LECTURE 1,10,4,1,1,50,ENGINEERING,NUS Students [P, G]
CE3115,LECTURE 1,97,7,1,1,10,ENGINEERING,NUS Students [P]
CE3121,LECTURE 1,92,6,1,1,1,ENGINEERING,NUS Students [P]
CE3166,LECTURE 1,94,4,1,1,1,ENGINEERING,NUS Students [P]
CE4103,LECTURE 1,85,1,1,1,1,ENGINEERING,NUS Students [P]
CE4104,LECTURE Proj,73,1,1,1,1,ENGINEERING,NUS Students [P]
CE4257,LECTURE 1,40,0,0,0,0,ENGINEERING,NUS Students [P]
CE5101,LECTURE 1,12,0,0,0,0,ENGINEERING,NUS Students [P]
CE5104,LECTURE 1,14,0,0,0,0,ENGINEERING,NUS Students [P]
