Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
ACC1002,LECTURE B1,26,1,100,1,100,SCHOOL OF BUSINESS,Returning Students and 
ACC1002X,LECTURE B1,16,41,1,2427,3801,SCIENCE,Returning Students and 
,,3,11,1000,4721,5000,ENGINEERING,Returning Students and 
,,44,26,1,1,991,SCHOOL OF COMPUTING,Returning Students and 
,,37,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
ACC1002X,LECTURE B2,18,38,3,1621,4170,SCIENCE,Returning Students and 
,,2,9,205,3666,5067,ENGINEERING,Returning Students and 
,,53,17,1,1,1969,SCHOOL OF COMPUTING,Returning Students and 
,,41,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
ACC1006,LECTURE C,2,1,100,1,100,SCHOOL OF BUSINESS,Returning Students and 
ACC2002,LECTURE B1,11,3,20,1,400,SCHOOL OF BUSINESS,Returning Students and 
,,8,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
ACC2002,LECTURE B2,1,1,100,1,100,SCHOOL OF COMPUTING,Returning Students and 
,,9,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
ACC3606,SECTIONAL TEACHING A1,2,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
ACC3613,SECTIONAL TEACHING D1,2,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
ACC3613,SECTIONAL TEACHING D2,1,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
ACC3613,SECTIONAL TEACHING D3,2,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
ACC3615,SECTIONAL TEACHING E1,3,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
ACC3615,SECTIONAL TEACHING E2,1,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
ACC3615,SECTIONAL TEACHING E3,1,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
AR1102,DESIGN TUTORIAL 1,5,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and 
AR1326,LECTURE 1,6,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and 
AR1721,LECTURE 1,7,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and 
AR2102,DESIGN TUTORIAL 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and 
AR2223,LECTURE 1,15,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and 
,,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Reserved for [G] in later round
AR2326,LECTURE 1,25,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and 
AR2724,LECTURE 1,22,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and 
AR3102,DESIGN TUTORIAL 1,23,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and 
AR3323,LECTURE 1,48,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and 
AR3324,LECTURE 1,26,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and 
AR4102,DESIGN TUTORIAL 1,20,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and 
AR4104,DESIGN TUTORIAL 1,12,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and 
AR4323,LECTURE 1,12,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and 
AR5011,LECTURE 2,41,2,1,1,5000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and 
BCP4002A,SECTIONAL TEACHING A,491,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
BCP4002B,SECTIONAL TEACHING B,499,1,1,1,1,SCHOOL OF BUSINESS,Returning Students and 
BHT4001A,SECTIONAL TEACHING A,498,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
BHT4001B,SECTIONAL TEACHING B,499,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
BHT4001C,SECTIONAL TEACHING C,499,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
BN4201,LECTURE 1,1,2,3333,4040,4040,ENGINEERING,Returning Students and 
BN4202,LECTURE 1,25,0,0,0,0,ENGINEERING,Returning Students and 
BN4402,LECTURE 1,15,1,111,1,111,ENGINEERING,Returning Students and 
BN4404,LECTURE 1,11,1,10,1,10,ENGINEERING,Returning Students and 
BSP1004,LECTURE D1,1,4,601,4775,4775,ENGINEERING,Returning Students and 
,,25,1,200,1,200,SCHOOL OF BUSINESS,Returning Students and 
,,6,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
BSP1004,LECTURE D2,1,2,200,920,920,ENGINEERING,Returning Students and 
,,27,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
,,4,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
BSP1005,LECTURE F1,1,5,377,2001,2001,ENGINEERING,Returning Students and 
,,33,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
BSP1005,LECTURE F2,1,1,3000,1,3000,ENGINEERING,Returning Students and 
,,33,1,1,1,1,SCHOOL OF BUSINESS,Returning Students and 
BSP2001,LECTURE A1,77,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
,,26,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
BSP2005,LECTURE E1,5,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
,,1,4,356,900,900,SCHOOL OF BUSINESS,Returning Students and 
,,14,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
BSP2005,LECTURE E2,5,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
BSP3001,SECTIONAL TEACHING A1,1,1,116,1,116,SCHOOL OF BUSINESS,Returning Students and 
BSP3001,SECTIONAL TEACHING A10,8,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
BSP3001,SECTIONAL TEACHING A2,6,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
BSP3001,SECTIONAL TEACHING A3,1,1,100,1,100,SCHOOL OF BUSINESS,Returning Students and 
BSP3001,SECTIONAL TEACHING A4,3,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
BSP3001,SECTIONAL TEACHING A5,1,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
BSP3001,SECTIONAL TEACHING A6,7,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
BSP3001,SECTIONAL TEACHING A7,13,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
BSP3001,SECTIONAL TEACHING A9,10,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
BU4180,LECTURE 1,13,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and 
BU4280,LECTURE 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and 
BU4491,LECTURE 1,50,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students and 
CE2112,LECTURE 1,94,0,0,0,0,ENGINEERING,Returning Students and 
,,20,0,0,0,0,ENGINEERING,Reserved for [G] in later round
CE2164,LECTURE 1,89,0,0,0,0,ENGINEERING,Returning Students and 
CE2183,LECTURE 1,83,1,1,1,1,ENGINEERING,Returning Students and 
,,20,0,0,0,0,ENGINEERING,Reserved for [G] in later round
CE3116,LECTURE 1,62,3,1,1,1,ENGINEERING,Returning Students and 
CE3132,LECTURE 1,132,5,1,1,100,ENGINEERING,Returning Students and 
CE3155,LECTURE 1,109,1,1,1,1,ENGINEERING,Returning Students and 
CE3166,LECTURE 1,102,1,2,1,2,ENGINEERING,Returning Students and 
CE4103,LECTURE 1,9,0,0,0,0,ENGINEERING,Returning Students and 
CE4104,LECTURE 1,96,2,1,1,1,ENGINEERING,Returning Students and 
CE4258,LECTURE 1,46,0,0,0,0,ENGINEERING,Returning Students and 
CE5106,LECTURE 1,15,1,2968,1,2968,ENGINEERING,Returning Students and 
CE5107,LECTURE 1,1,3,1906,4766,4766,ENGINEERING,Returning Students and 
CE5207,LECTURE 1,20,0,0,0,0,ENGINEERING,Returning Students and 
CE5510,LECTURE 1,11,1,1,1,1,ENGINEERING,Returning Students and 
CE5513,LECTURE 1,17,0,0,0,0,ENGINEERING,Returning Students and 
CE5603,LECTURE 1,21,0,0,0,0,ENGINEERING,Returning Students and 
CE5610,LECTURE 1,13,1,1,1,1,ENGINEERING,Returning Students and 
CE5710,LECTURE 1,18,0,0,0,0,ENGINEERING,Returning Students and 
CE5711,LECTURE 1,24,0,0,0,0,ENGINEERING,Returning Students and 
CE5713,LECTURE 1,27,0,0,0,0,ENGINEERING,Returning Students and 
CE5714,LECTURE 1,15,0,0,0,0,ENGINEERING,Returning Students and 
CE5806,LECTURE 1,8,0,0,0,0,ENGINEERING,Returning Students and 
CE5881,LECTURE 1,15,0,0,0,0,ENGINEERING,Returning Students and 
CH1101E,LECTURE 1,94,2,165,1,1441,ARTS & SOCIAL SCIENCES,Returning Students and 
,,50,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CH2141,LECTURE 1,53,21,1,1,800,ARTS & SOCIAL SCIENCES,Returning Students and 
,,20,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CH2222,LECTURE 1,19,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students and 
,,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CH2228,LECTURE 1,43,3,50,1,300,ARTS & SOCIAL SCIENCES,Returning Students and 
,,8,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CH2243,LECTURE 1,42,6,1,1,555,ARTS & SOCIAL SCIENCES,Returning Students and 
,,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CH2244,LECTURE 1,71,12,1,1,455,ARTS & SOCIAL SCIENCES,Returning Students and 
,,13,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CH2252,LECTURE 1,14,10,2,1,2000,ARTS & SOCIAL SCIENCES,Returning Students and 
,,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CH2291,LECTURE 1,190,28,1,1,2230,ARTS & SOCIAL SCIENCES,Returning Students and 
,,55,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CH2293,LECTURE 1,35,13,1,1,1687,ARTS & SOCIAL SCIENCES,Returning Students and 
,,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CH3226,LECTURE 1,27,10,1,1,300,ARTS & SOCIAL SCIENCES,Returning Students and 
,,8,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CH3243,LECTURE 1,29,5,1,1,500,ARTS & SOCIAL SCIENCES,Returning Students and 
,,13,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CH3244,LECTURE 1,28,1,300,1,300,ARTS & SOCIAL SCIENCES,Returning Students and 
,,15,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CH3291,LECTURE 1,29,4,1,1,100,ARTS & SOCIAL SCIENCES,Returning Students and 
,,15,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CH4207,SEMINAR-STYLE MODULE CLASS 1,15,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students and 
CH4222,LECTURE 1,31,1,10,1,10,ARTS & SOCIAL SCIENCES,Returning Students and 
CH4242,SEMINAR-STYLE MODULE CLASS 1,36,1,10,1,10,ARTS & SOCIAL SCIENCES,Returning Students and 
CH4243,SEMINAR-STYLE MODULE CLASS 1,28,1,10,1,10,ARTS & SOCIAL SCIENCES,Returning Students and 
CH4251,SEMINAR-STYLE MODULE CLASS 1,30,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students and 
CH4261,SEMINAR-STYLE MODULE CLASS 1,27,3,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students and 
CL1101E,LECTURE 1,122,11,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students and 
,,50,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CL2101,LECTURE 1,81,13,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students and 
,,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CL2102,LECTURE 1,73,11,1,1,657,ARTS & SOCIAL SCIENCES,Returning Students and 
,,20,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CL2103,LECTURE 1,102,11,1,1,751,ARTS & SOCIAL SCIENCES,Returning Students and 
,,40,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CL2204,LECTURE 1,50,7,1,1,60,ARTS & SOCIAL SCIENCES,Returning Students and 
,,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CL2241,LECTURE 1,59,2,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students and 
CL2281,LECTURE 1,66,22,1,1,1365,ARTS & SOCIAL SCIENCES,Returning Students and 
,,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CL3201,LECTURE 1,21,10,5,1,1080,ARTS & SOCIAL SCIENCES,Returning Students and 
,,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CL3202,LECTURE 1,40,4,1,1,4078,ARTS & SOCIAL SCIENCES,Returning Students and 
,,8,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CL3203,LECTURE 1,21,4,50,1,1000,ARTS & SOCIAL SCIENCES,Returning Students and 
,,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CL3281,LECTURE 1,30,6,101,1,1000,ARTS & SOCIAL SCIENCES,Returning Students and 
,,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
CM1101,LECTURE SL1,1,6,5,254,254,SCIENCE,Returning Students and 
,,37,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CM1121,LECTURE SL1,72,6,1,1,827,SCIENCE,Returning Students and 
,,10,1,10,1,10,SCHOOL OF COMPUTING,Returning Students and 
CM1131,LECTURE SL1,64,14,1,1,1433,SCIENCE,Returning Students and 
CM1161,LECTURE SL1,120,88,1,1,1253,SCIENCE,Returning Students and 
CM1502,LECTURE L,340,0,0,0,0,ENGINEERING,Returning Students and 
CM2101,LECTURE SL1,16,3,1,1,1500,SCIENCE,Returning Students and 
CM2111,LECTURE SL1,38,0,0,0,0,SCIENCE,Returning Students and 
CM2121,LECTURE SL1,104,2,1,1,1,SCIENCE,Returning Students and 
CM2132,LECTURE SL1,48,1,1,1,1,SCIENCE,Returning Students and 
CM2142,LECTURE SL1,47,6,1,1,6,SCIENCE,Returning Students and 
CM2166,LECTURE SL1,50,0,0,0,0,SCIENCE,Returning Students and 
CM2167,LECTURE SL1,48,0,0,0,0,SCIENCE,Returning Students and 
CM2264,LECTURE SL1,49,1,500,1,500,SCIENCE,Returning Students and 
CM3212,LECTURE SL1,11,0,0,0,0,SCIENCE,Returning Students and 
CM3225,LECTURE SL1,104,1,1,1,1,SCIENCE,Returning Students and 
CM3231,LECTURE SL1,113,0,0,0,0,SCIENCE,Returning Students and 
