Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
ACC1002,LECTURE B1,9,3,1,1,102,SCHOOL OF BUSINESS,Returning Students [P]
ACC1002X,LECTURE B1,4,1,2,1,2,SCIENCE,Returning Students [P]
,,41,14,1,1,3000,ENGINEERING,Returning Students [P]
,,18,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC1002X,LECTURE B2,7,0,0,0,0,SCIENCE,Returning Students [P]
,,32,17,1,1,3000,ENGINEERING,Returning Students [P]
,,15,5,1,1,200,SCHOOL OF COMPUTING,Returning Students [P]
,,20,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC1006,LECTURE C,12,8,1,1,700,SCHOOL OF BUSINESS,Returning Students [P]
ACC2002,LECTURE B,20,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
AR2101,DESIGN LECTURE 1,51,10,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2221,LECTURE 1,43,10,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2511,PACKAGED LECTURE 1,51,10,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2723,LECTURE 1,79,10,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3101,DESIGN LECTURE 1,36,4,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3222,LECTURE 1,34,4,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4101,DESIGN LECTURE 1,33,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4103,DESIGN LECTURE 1,39,2,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4322,LECTURE 1,44,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5011,LECTURE 1,50,1,1000,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5312,LECTURE 1,25,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5321,LECTURE 1,43,3,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5610,LECTURE 1,18,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AS3234,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
AS3240,LECTURE 1,2,1,1183,1,1183,ARTS & SOCIAL SCIENCES,Returning Students [P]
AS4231,SEMINAR-STYLE MODULE CLASS 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
BN4301,LECTURE 1,6,11,10,3010,5663,ENGINEERING,Returning Students [P]
BN4406,LECTURE 1,9,7,1,1,5000,ENGINEERING,Returning Students [P]
BSP1004,LECTURE D1,9,2,1,1,50,ENGINEERING,Returning Students [P]
,,10,1,200,1,200,SCHOOL OF COMPUTING,Returning Students [P]
,,13,1,100,1,100,SCHOOL OF BUSINESS,Returning Students [P]
BSP1004,LECTURE D2,11,3,1,1,200,ENGINEERING,Returning Students [P]
,,13,3,50,1,201,SCHOOL OF COMPUTING,Returning Students [P]
,,1,1,758,1,758,SCHOOL OF BUSINESS,Returning Students [P]
,,3,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
BSP1005A,LECTURE D1,12,2,1,1,1000,ENGINEERING,Returning Students [P]
,,10,1,50,1,50,SCHOOL OF COMPUTING,Returning Students [P]
,,5,1,20,1,20,SCHOOL OF BUSINESS,Returning Students [P]
,,1,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
BSP1005A,LECTURE D2,17,0,0,0,0,ENGINEERING,Returning Students [P]
,,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
,,12,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
,,2,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
BSP1005B,LECTURE D3,10,1,1000,1,1000,SCIENCE,Returning Students [P]
,,19,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
BSP2005,LECTURE E2,5,12,10,800,2900,SCHOOL OF BUSINESS,Returning Students [P]
BSP3001,SECTIONAL TEACHING A1,2,3,63,377,2660,SCHOOL OF BUSINESS,Returning Students [P]
BSP3001,SECTIONAL TEACHING A2,10,1,500,1,500,SCHOOL OF BUSINESS,Returning Students [P]
BSP3001,SECTIONAL TEACHING A3,2,1,389,1,389,SCHOOL OF BUSINESS,Returning Students [P]
BSP3001,SECTIONAL TEACHING A4,1,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
BSP3001,SECTIONAL TEACHING A5,3,4,531,600,3447,SCHOOL OF BUSINESS,Returning Students [P]
BSP3001,SECTIONAL TEACHING A6,45,1,100,1,100,SCHOOL OF BUSINESS,Returning Students [P]
BSP4513,SECTIONAL TEACHING C1,19,11,2,1,2132,SCHOOL OF BUSINESS,Returning Students [P]
CE2155,LECTURE 1,39,4,1,1,300,ENGINEERING,Returning Students [P]
CE2409,LECTURE 1,42,1,1,1,1,ENGINEERING,Returning Students [P]
CE3101,LECTURE 1,9,2,1,1,1,ENGINEERING,Returning Students [P]
CE3102,LECTURE 1,18,2,1,1,10,ENGINEERING,Returning Students [P]
CE3116,LECTURE 1,30,10,1,1,100,ENGINEERING,Returning Students [P]
CE3121,LECTURE 1,22,9,1,1,100,ENGINEERING,Returning Students [P]
CE3166,LECTURE 1,38,8,1,1,100,ENGINEERING,Returning Students [P]
CE4103,LECTURE Dsg,50,6,1,1,1,ENGINEERING,Returning Students [P]
CE4104,LECTURE Prj,73,4,1,1,1,ENGINEERING,Returning Students [P]
CE4257,LECTURE 1,39,0,0,0,0,ENGINEERING,Returning Students [P]
CE5101,LECTURE 1,13,0,0,0,0,ENGINEERING,Returning Students [P]
CE5104,LECTURE 1,9,4,1,1,21,ENGINEERING,Returning Students [P]
CE5105,LECTURE 1,4,2,1,1,100,ENGINEERING,Returning Students [P]
CE5108,LECTURE 1,9,2,1,1,1,ENGINEERING,Returning Students [P]
