Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
ACC1002X,LECTURE X1,1,17,2,3696,3696,SCHOOL OF BUSINESS,NUS Students [P, G]
ACC2002,LECTURE B1,13,13,1,1,902,SCHOOL OF BUSINESS,NUS Students [P, G]
ACC4612D,SECTIONAL TEACHING D1,27,1,1000,1,1000,SCHOOL OF BUSINESS,NUS Students [P, G]
AR1101,DESIGN LECTURE 1,21,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR1327,LECTURE 1,15,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR2101,DESIGN LECTURE 1,33,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR2521,LECTURE 1,30,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR2723,LECTURE 1,30,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR3101,DESIGN LECTURE 1,11,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR4101,DESIGN LECTURE 1,6,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR4103,DESIGN LECTURE 1,23,1,5000,1,5000,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR4322,LECTURE 1,22,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR5011,LECTURE 1,10,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR5312,LECTURE 1,3,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AR5321,LECTURE 1,25,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
AS2236,LECTURE 1,7,4,5,1,200,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
AS2237,LECTURE 1,9,2,1,1,50,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
AS3238,LECTURE 1,3,2,1,1,1,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
BN4406,LECTURE 1,61,2,1,1,900,ENGINEERING,NUS Students [P]
BSP1004X,LECTURE Y1,27,30,1,10,1800,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP1005,LECTURE D1,4,9,303,850,2985,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP1005,LECTURE D2,1,3,359,1000,1000,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP1005,LECTURE D3,14,27,51,637,2429,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP2001,LECTURE X1,24,2,567,1,1500,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP2001,LECTURE X2,23,9,1,1,101,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP2005,LECTURE E1,75,1,2,1,2,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP2005,LECTURE E2,47,4,76,1,1000,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP3513,SECTIONAL TEACHING V1,14,10,1,1,1905,SCHOOL OF BUSINESS,NUS Students [P, G]
BSP4513,SECTIONAL TEACHING C1,6,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P, G]
CE2134,LECTURE 1,22,0,0,0,0,ENGINEERING,NUS Students [P]
CE2155,LECTURE 1,45,2,1,1,1,ENGINEERING,NUS Students [P]
CE2184,LECTURE 1,13,8,1,1,404,ENGINEERING,NUS Students [P, G]
CE2409,LECTURE 1,138,0,0,0,0,ENGINEERING,NUS Students [P, G]
CE3101,PACKAGED LECTURE 1,1,4,507,1852,1852,ENGINEERING,NUS Students [P, G]
CE3115,LECTURE 1,6,1,100,1,100,ENGINEERING,NUS Students [P]
CE3121,LECTURE 1,9,0,0,0,0,ENGINEERING,NUS Students [P]
CE3166,LECTURE 1,26,2,1,1,5,ENGINEERING,NUS Students [P]
CE4103,LECTURE Dsg,12,4,1,1,1000,ENGINEERING,NUS Students [P]
CE4104,LECTURE Prj,7,7,1,1,1000,ENGINEERING,NUS Students [P]
CE4257,LECTURE 1,18,2,1,1,3000,ENGINEERING,NUS Students [P]
CE5101,LECTURE 1,13,0,0,0,0,ENGINEERING,NUS Students [P]
CE5104,LECTURE 1,6,0,0,0,0,ENGINEERING,NUS Students [P]
CE5108,LECTURE 1,7,0,0,0,0,ENGINEERING,NUS Students [P]
CE5113,LECTURE 1,14,0,0,0,0,ENGINEERING,NUS Students [P]
CE5203,LECTURE 1,4,0,0,0,0,ENGINEERING,NUS Students [P]
CE5205,LECTURE 1,1,0,0,0,0,ENGINEERING,NUS Students [P]
CE5307,LECTURE 1,4,0,0,0,0,ENGINEERING,NUS Students [P]
CE5312,LECTURE 1,9,0,0,0,0,ENGINEERING,NUS Students [P]
CE5509,LECTURE 1,1,1,1,1,1,ENGINEERING,NUS Students [P]
CE5510,LECTURE 1,8,3,1,1,1,ENGINEERING,NUS Students [P]
CE5514,LECTURE 1,7,0,0,0,0,ENGINEERING,NUS Students [P]
CE5610,LECTURE 1,7,2,1,1,1,ENGINEERING,NUS Students [P]
CE5806,LECTURE 1,15,1,1,1,1,ENGINEERING,NUS Students [P]
CG3002,LECTURE 1,20,3,1,1,2012,JOINT MULTI-DISCIPLINARY PROGRAMMES,NUS Students [P]
CG3207,LECTURE 1,52,4,1,1,3000,JOINT MULTI-DISCIPLINARY PROGRAMMES,NUS Students [P]
CH1101E,LECTURE 1,28,15,1,1,820,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH2121,LECTURE 1,33,9,1,1,500,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH2161,SECTIONAL TEACHING 1,31,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
CH2162,LECTURE 1,22,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
CH2225,LECTURE 1,40,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH2243,LECTURE 1,31,3,1,1,2,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH2244,LECTURE 1,56,3,1,1,600,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH2292A,LECTURE 1,4,5,150,250,1034,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH3221,LECTURE 1,33,3,1,1,879,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH3223,LECTURE 1,50,1,1,1,1,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH3245,LECTURE 1,18,1,1,1,1,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CH4204,LECTURE 1,15,1,10,1,10,ARTS & SOCIAL SCIENCES,NUS Students [P]
CH4223,SEMINAR-STYLE MODULE CLASS 1,27,2,1,1,105,ARTS & SOCIAL SCIENCES,NUS Students [P]
CH4243,SEMINAR-STYLE MODULE CLASS 1,29,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
CH4246,SEMINAR-STYLE MODULE CLASS 1,34,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
CH4247,SEMINAR-STYLE MODULE CLASS 1,27,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
CH4261,SEMINAR-STYLE MODULE CLASS 1,11,1,100,1,100,ARTS & SOCIAL SCIENCES,NUS Students [P]
CL1101E,LECTURE 1,31,40,1,275,1167,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CL2101,LECTURE 1,44,3,1,1,2,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CL2102,LECTURE 1,37,5,1,1,50,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CL2121,LECTURE 1,4,3,1,1,10,ARTS & SOCIAL SCIENCES,NUS Students [P]
CL2280,LECTURE 1,36,30,1,1,1279,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CL3201,LECTURE 1,41,4,1,1,10,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CL3204,LECTURE 1,23,2,1,1,10,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CL3207,LECTURE 1,1,1,100,1,100,ARTS & SOCIAL SCIENCES,NUS Students [P, G]
CL3221,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
CM1131,LECTURE SL1,8,13,1,928,2916,SCIENCE,NUS Students [P]
CM1417,LECTURE SL1,74,5,1,1,281,SCIENCE,NUS Students [P, G]
CM2101,LECTURE SL1,3,0,0,0,0,SCIENCE,NUS Students [P]
CM3222,LECTURE SL1,67,1,1,1,1,SCIENCE,NUS Students [P]
CM3231,LECTURE SL1,110,7,1,1,2932,SCIENCE,NUS Students [P]
CM3242,LECTURE SL1,45,3,1,1,3000,SCIENCE,NUS Students [P]
CM3291,LECTURE SL1,23,0,0,0,0,SCIENCE,NUS Students [P]
CM3292,LECTURE SL1,2,0,0,0,0,SCIENCE,NUS Students [P]
CM4211,LECTURE SL1,25,4,1,1,101,SCIENCE,NUS Students [P]
CM4212,LECTURE SL1,30,4,1,1,1500,SCIENCE,NUS Students [P]
CM4237,LECTURE SL1,46,6,1,1,1488,SCIENCE,NUS Students [P]
CM4242,LECTURE SL1,22,5,1,1,100,SCIENCE,NUS Students [P]
CM4261,LECTURE SL1,1,0,0,0,0,SCIENCE,NUS Students [P]
CM4269,LECTURE SL1,55,0,0,0,0,SCIENCE,NUS Students [P]
CM4271,LECTURE SL1,33,1,50,1,50,SCIENCE,NUS Students [P]
CN1111,LECTURE 1,12,0,0,0,0,ENGINEERING,NUS Students [P, G]
CN1111E,LECTURE 1,28,0,0,0,0,ENGINEERING,NUS Students [P]
CN2121,LECTURE 1,64,5,1,1,701,ENGINEERING,NUS Students [P, G]
CN2121E,LECTURE 1,4,1,1,1,1,ENGINEERING,NUS Students [P]
CN2122,LECTURE 1,78,19,1,1,888,ENGINEERING,NUS Students [P]
CN2122E,LECTURE 1,4,1,1,1,1,ENGINEERING,NUS Students [P]
CN3108,SECTIONAL TEACHING 1,18,2,1,1,2,ENGINEERING,NUS Students [P]
CN3108,SECTIONAL TEACHING 2,1,1,800,1,800,ENGINEERING,NUS Students [P]
CN3108,SECTIONAL TEACHING 3,25,2,1,1,23,ENGINEERING,NUS Students [P]
CN3109,SECTIONAL TEACHING 1,2,1,101,1,101,ENGINEERING,NUS Students [P]
CN3121,LECTURE 1,120,7,1,1,1000,ENGINEERING,NUS Students [P]
CN3121E,LECTURE 1,2,0,0,0,0,ENGINEERING,NUS Students [P]
CN3132,LECTURE 1,125,13,1,1,1000,ENGINEERING,NUS Students [P]
CN3135,LECTURE 1,102,5,1,1,1647,ENGINEERING,NUS Students [P]
