Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
ACC1002,LECTURE B1,25,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
,,1,1,1,1,1,SCHOOL OF BUSINESS,New Students [P]
ACC1002X,LECTURE B1,6,0,0,0,0,SCIENCE,Returning Students [P]
,,17,1,1000,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
,,44,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
,,10,0,0,0,0,SCIENCE,New Students [P]
,,29,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
ACC1002X,LECTURE B2,8,0,0,0,0,SCIENCE,Returning Students [P]
,,28,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
,,42,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
,,10,0,0,0,0,SCIENCE,New Students [P]
,,6,1,200,1,200,ENGINEERING,New Students [P]
,,25,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
ACC1006,LECTURE C,4,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC2002,LECTURE B1,12,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
,,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
,,1,1,1,1,1,SCHOOL OF BUSINESS,New Students [P]
ACC2002,LECTURE B2,1,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
,,6,1,100,1,100,SCHOOL OF BUSINESS,Returning Students [P]
ACC3606,SECTIONAL TEACHING A1,3,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3606,SECTIONAL TEACHING A2,2,3,3,813,961,SCHOOL OF BUSINESS,Returning Students [P]
ACC3613,SECTIONAL TEACHING D1,2,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3613,SECTIONAL TEACHING D2,2,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3613,SECTIONAL TEACHING D3,2,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3615,SECTIONAL TEACHING E1,3,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3615,SECTIONAL TEACHING E2,3,2,5,1,500,SCHOOL OF BUSINESS,Returning Students [P]
ACC3615,SECTIONAL TEACHING E3,1,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
AR1102,DESIGN TUTORIAL 1,13,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR1326,LECTURE 1,15,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR1721,LECTURE 1,17,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR2102,DESIGN TUTORIAL 1,25,7,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,1,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR2223,LECTURE 1,30,8,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,2,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR2326,LECTURE 1,26,7,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,12,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR2724,LECTURE 1,35,7,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3102,DESIGN TUTORIAL 1,37,7,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3323,LECTURE 1,60,6,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3324,LECTURE 1,38,6,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4102,DESIGN TUTORIAL 1,18,4,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR4104,DESIGN TUTORIAL 1,6,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR4323,LECTURE 1,8,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR5011,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR5011,LECTURE 2,33,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
BCP4002A,SECTIONAL TEACHING A,491,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
BCP4002B,SECTIONAL TEACHING B,499,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
BHT4001A,SECTIONAL TEACHING A,498,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
BHT4001B,SECTIONAL TEACHING B,499,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
BHT4001C,SECTIONAL TEACHING C,499,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
BN4202,LECTURE 1,25,0,0,0,0,ENGINEERING,Returning Students [P]
BN4402,LECTURE 1,14,0,0,0,0,ENGINEERING,Returning Students [P]
BN4404,LECTURE 1,18,4,1,1,200,ENGINEERING,Returning Students [P]
BSP1004,LECTURE D1,30,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
BSP1004,LECTURE D2,28,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
,,1,0,0,0,0,ENGINEERING,New Students [P]
,,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
BSP1005,LECTURE F1,29,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
,,5,0,0,0,0,ENGINEERING,New Students [P]
,,7,1,5,1,5,SCHOOL OF BUSINESS,New Students [P]
BSP1005,LECTURE F2,32,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
,,5,0,0,0,0,ENGINEERING,New Students [P]
