Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
ACC1002,LECTURE B1,9,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
ACC1002X,LECTURE B1,11,1,207,1,207,SCIENCE,Returning Students [P]
,,6,5,1,1,101,SCHOOL OF COMPUTING,Returning Students [P]
,,3,6,1,751,4000,SCHOOL OF BUSINESS,Returning Students [P]
ACC1002X,LECTURE B2,12,0,0,0,0,SCIENCE,Returning Students [P]
,,18,3,1,1,1531,SCHOOL OF COMPUTING,Returning Students [P]
,,3,5,523,690,907,SCHOOL OF BUSINESS,Returning Students [P]
AR1101,DESIGN TUTORIAL 1,1,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2101,DESIGN TUTORIAL 1,30,6,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2221,LECTURE 1,31,6,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2511,PACKAGED LECTURE 1,31,6,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2723,LECTURE 1,29,6,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3101,DESIGN TUTORIAL 1,57,7,1,1,50,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3222,LECTURE 1,59,7,1,1,50,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4101,DESIGN TUTORIAL 1,44,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4103,DESIGN TUTORIAL 1,20,2,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4222,LECTURE 1,14,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4322,LECTURE 1,21,2,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4323,LECTURE 1,44,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5011,LECTURE 1,53,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5312,LECTURE 1,11,2,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5321,LECTURE 1,65,6,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5610,LECTURE 1,13,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AS3234,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
BCP4002A,SECTIONAL TEACHING A,437,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
BCP4002B,SECTIONAL TEACHING B,498,2,1,1,2,SCHOOL OF BUSINESS,Returning Students [P]
BHT4001A,SECTIONAL TEACHING A,489,2,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
BHT4001B,SECTIONAL TEACHING B,499,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
BHT4001C,SECTIONAL TEACHING C,500,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
BN2101,LECTURE 1,70,0,0,0,0,ENGINEERING,Returning Students [P]
BN3101,LECTURE 1,75,0,0,0,0,ENGINEERING,Returning Students [P]
BN3201,LECTURE 1,70,0,0,0,0,ENGINEERING,Returning Students [P]
BN3301,LECTURE 1,70,0,0,0,0,ENGINEERING,Returning Students [P]
BN3501,LECTURE 1,70,0,0,0,0,ENGINEERING,Returning Students [P]
BN4406,LECTURE 1,16,6,1,1,3000,ENGINEERING,Returning Students [P]
BSP1004,LECTURE D1,5,2,1000,1,3000,ENGINEERING,Returning Students [P]
BSP1004,LECTURE D2,8,2,1,1,1702,ENGINEERING,Returning Students [P]
BSP1005,LECTURE D2,9,5,1,1,702,ENGINEERING,Returning Students [P]
BSP2005,LECTURE E1,4,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
BSP2005,LECTURE E2,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
CE2134,LECTURE 1,57,23,1,1,205,ENGINEERING,Returning Students [P]
CE2155,LECTURE 1,97,6,1,1,10,ENGINEERING,Returning Students [P]
CE2184,LECTURE 1,67,8,1,1,10,ENGINEERING,Returning Students [P]
CE2407,LECTURE 1,70,6,1,1,10,ENGINEERING,Returning Students [P]
CE2409,LECTURE 1,199,0,0,0,0,ENGINEERING,Returning Students [P]
CE3101,LECTURE 1,3,5,30,789,2000,ENGINEERING,Returning Students [P]
CE3115,LECTURE 1,84,4,1,1,1,ENGINEERING,Returning Students [P]
CE3121,LECTURE 1,81,4,1,1,1,ENGINEERING,Returning Students [P]
CE3166,LECTURE 1,98,9,1,1,50,ENGINEERING,Returning Students [P]
CE4103,LECTURE 1,93,6,1,1,1,ENGINEERING,Returning Students [P]
CE4104,LECTURE Proj,91,6,1,1,1,ENGINEERING,Returning Students [P]
CE4257,LECTURE 1,42,1,2,1,2,ENGINEERING,Returning Students [P]
CE5101,LECTURE 1,13,0,0,0,0,ENGINEERING,Returning Students [P]
CE5104,LECTURE 1,18,2,1,1,1,ENGINEERING,Returning Students [P]
CE5105,LECTURE 1,15,0,0,0,0,ENGINEERING,Returning Students [P]
CE5108,LECTURE 1,7,0,0,0,0,ENGINEERING,Returning Students [P]
CE5203,LECTURE 1,13,1,1,1,1,ENGINEERING,Returning Students [P]
CE5205,LECTURE 1,10,2,10,1,200,ENGINEERING,Returning Students [P]
CE5307,LECTURE 1,14,1,1,1,1,ENGINEERING,Returning Students [P]
CE5308,LECTURE 1,15,0,0,0,0,ENGINEERING,Returning Students [P]
CE5509,LECTURE 1,4,1,1,1,1,ENGINEERING,Returning Students [P]
CE5510,LECTURE 1,21,2,1,1,1,ENGINEERING,Returning Students [P]
CE5514,LECTURE 1,18,1,1,1,1,ENGINEERING,Returning Students [P]
CE5610,LECTURE 1,15,0,0,0,0,ENGINEERING,Returning Students [P]
CE5703,LECTURE 1,9,2,1,1,1,ENGINEERING,Returning Students [P]
CE5712,LECTURE 1,13,0,0,0,0,ENGINEERING,Returning Students [P]
CE5714,LECTURE 1,14,0,0,0,0,ENGINEERING,Returning Students [P]
CE5804,LECTURE 1,15,1,4000,1,4000,ENGINEERING,Returning Students [P]
CH1101E,LECTURE 1,24,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH2121,LECTURE 1,85,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH2162,LECTURE 1,15,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH2223,LECTURE 1,28,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH2245,LECTURE 1,32,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH2252,LECTURE 1,37,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH2274,LECTURE 1,63,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH2295,LECTURE 1,74,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH3221,LECTURE 1,23,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH3222,LECTURE 1,32,1,5,1,5,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH3247,LECTURE 1,38,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH3254,LECTURE 1,21,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH4203,SEMINAR-STYLE MODULE CLASS 1,23,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH4223,SEMINAR-STYLE MODULE CLASS 1,28,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH4226,SEMINAR-STYLE MODULE CLASS 1,27,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH4243,SEMINAR-STYLE MODULE CLASS 1,29,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH4246,SEMINAR-STYLE MODULE CLASS 1,26,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH4247,SEMINAR-STYLE MODULE CLASS 1,24,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CH4281,SEMINAR-STYLE MODULE CLASS 1,16,2,1,1,5,ARTS & SOCIAL SCIENCES,Returning Students [P]
CL1101E,LECTURE 1,15,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
CL2102,LECTURE 1,37,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CL2121,LECTURE 1,24,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CL2209,LECTURE 1,31,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CL2280,LECTURE 1,114,1,1391,1,1391,ARTS & SOCIAL SCIENCES,Returning Students [P]
CL3203,LECTURE 1,44,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CL3204,LECTURE 1,46,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CL3207,LECTURE 1,34,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CL3221,LECTURE 1,9,1,10,1,10,ARTS & SOCIAL SCIENCES,Returning Students [P]
CM1101,LECTURE SL1,7,0,0,0,0,SCIENCE,Returning Students [P]
CM1417,LECTURE SL1,3,1,1,1,1,SCIENCE,Returning Students [P]
,,13,1,100,1,100,SCHOOL OF COMPUTING,Returning Students [P]
CM1502,LECTURE 1,80,1,5,1,5,ENGINEERING,Returning Students [P]
CM2101,LECTURE SL1,39,2,10,1,20,SCIENCE,Returning Students [P]
CM2102,LECTURE SL1,73,0,0,0,0,SCIENCE,Returning Students [P]
CM2111,LECTURE SL1,49,0,0,0,0,SCIENCE,Returning Students [P]
CM2121,LECTURE SL1,7,1,100,1,100,SCIENCE,Returning Students [P]
CM2132,LECTURE SL1,30,2,5,1,1724,SCIENCE,Returning Students [P]
CM2142,LECTURE SL1,6,0,0,0,0,SCIENCE,Returning Students [P]
CM2161,LECTURE SL1,26,0,0,0,0,SCIENCE,Returning Students [P]
CM2165,LECTURE SL1,10,0,0,0,0,SCIENCE,Returning Students [P]
CM2263,LECTURE SL1,10,0,0,0,0,SCIENCE,Returning Students [P]
CM3221,LECTURE SL1,143,1,1,1,1,SCIENCE,Returning Students [P]
CM3232,LECTURE SL1,14,1,5,1,5,SCIENCE,Returning Students [P]
CM3242,LECTURE SL1,24,1,5,1,5,SCIENCE,Returning Students [P]
CM3291,LECTURE SL1,33,5,1,1,2000,SCIENCE,Returning Students [P]
CM4211,LECTURE SL1,29,0,0,0,0,SCIENCE,Returning Students [P]
CM4214,LECTURE SL1,9,4,1,1,2000,SCIENCE,Returning Students [P]
CM4222,LECTURE SL1,47,0,0,0,0,SCIENCE,Returning Students [P]
CM4226,LECTURE SL1,49,1,1,1,1,SCIENCE,Returning Students [P]
CM4242,LECTURE SL1,58,23,2,1,1500,SCIENCE,Returning Students [P]
CM4266,LECTURE SL1,53,1,50,1,50,SCIENCE,Returning Students [P]
CM4271,LECTURE SL1,33,0,0,0,0,SCIENCE,Returning Students [P]
CN1111E,LECTURE 1,10,0,0,0,0,ENGINEERING,Returning Students [P]
CN2121,LECTURE 1,38,14,1,1,1800,ENGINEERING,Returning Students [P]
CN2121E,LECTURE 1,40,1,100,1,100,ENGINEERING,Returning Students [P]
CN2122,LECTURE 1,59,7,1,1,5,ENGINEERING,Returning Students [P]
CN2122E,LECTURE 1,35,1,100,1,100,ENGINEERING,Returning Students [P]
CN3108,SECTIONAL TEACHING 1,31,1,1,1,1,ENGINEERING,Returning Students [P]
CN3108,SECTIONAL TEACHING 2,32,3,1,1,10,ENGINEERING,Returning Students [P]
CN3108,SECTIONAL TEACHING 3,5,1,2009,1,2009,ENGINEERING,Returning Students [P]
CN3108,SECTIONAL TEACHING 4,28,1,1,1,1,ENGINEERING,Returning Students [P]
CN3109,SECTIONAL TEACHING 1,12,2,1,1,1,ENGINEERING,Returning Students [P]
CN3109,SECTIONAL TEACHING 2,3,1,1,1,1,ENGINEERING,Returning Students [P]
CN3109,SECTIONAL TEACHING 3,14,1,400,1,400,ENGINEERING,Returning Students [P]
CN3121,LECTURE 1,114,3,1,1,1,ENGINEERING,Returning Students [P]
CN3121E,LECTURE 1,15,2,1,1,10,ENGINEERING,Returning Students [P]
CN3132,LECTURE 1,116,4,1,1,1,ENGINEERING,Returning Students [P]
CN3132E,LECTURE 1,29,5,1,1,100,ENGINEERING,Returning Students [P]
CN3421,LECTURE 1,125,5,1,1,1000,ENGINEERING,Returning Students [P]
CN4111,LECTURE 1,120,3,1,1,1,ENGINEERING,Returning Students [P]
CN4111E,LECTURE 1,70,3,1,1,10,ENGINEERING,Returning Students [P]
CN4118,LECTURE 1,17,0,0,0,0,ENGINEERING,Returning Students [P]
CN4118R,LECTURE 1,29,7,1,1,50,ENGINEERING,Returning Students [P]
CN4211E,LECTURE 1,28,1,1,1,1,ENGINEERING,Returning Students [P]
CN4211R,LECTURE 1,42,1,1980,1,1980,ENGINEERING,Returning Students [P]
CN4215R,LECTURE 1,28,3,1,1,19,ENGINEERING,Returning Students [P]
CN4216R,LECTURE 1,10,0,0,0,0,ENGINEERING,Returning Students [P]
CN4217R,LECTURE 1,54,0,0,0,0,ENGINEERING,Returning Students [P]
CN4229E,LECTURE 1,33,0,0,0,0,ENGINEERING,Returning Students [P]
CN4245R,LECTURE 1,53,1,1,1,1,ENGINEERING,Returning Students [P]
CN4247R,LECTURE 1,38,4,1,1,2000,ENGINEERING,Returning Students [P]
CN5172,LECTURE L,12,1,1,1,1,ENGINEERING,Returning Students [P]
CN5191,LECTURE 1,11,1,1,1,1,ENGINEERING,Returning Students [P]
CN5251,LECTURE 1,43,4,1,1,2386,ENGINEERING,Returning Students [P]
CS1101,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CS1101,SECTIONAL TEACHING 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
,,2,0,0,0,0,SCIENCE,Returning Students [P]
CS1101,SECTIONAL TEACHING 3,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
CS1101,SECTIONAL TEACHING 5,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
,,5,0,0,0,0,SCIENCE,Returning Students [P]
CS1101,SECTIONAL TEACHING 8,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
,,5,0,0,0,0,SCIENCE,Returning Students [P]
CS1101C,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
,,20,2,1,1,300,ENGINEERING,Returning Students [P]
,,5,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
CS1101C,LECTURE 2,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
,,25,4,1,1,100,ENGINEERING,Returning Students [P]
,,5,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
CS1101S,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
,,2,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
CS1102,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
,,27,0,0,0,0,SCIENCE,Returning Students [P]
,,25,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
CS1102C,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
,,13,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
CS1105,LECTURE 1,14,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
CS1231,SECTIONAL TEACHING 1,15,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
CS1231,SECTIONAL TEACHING 2,38,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
CS1280,LECTURE 1,100,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
CS1281,LECTURE 1,50,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
CS2100,LECTURE 1,18,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
CS2102,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
,,5,0,0,0,0,SCIENCE,Returning Students [P]
,,5,1,1,1,1,ENGINEERING,Returning Students [P]
,,9,2,123,1,200,SCHOOL OF COMPUTING,Returning Students [P]
CS2102,LECTURE 2,5,0,0,0,0,SCIENCE,Returning Students [P]
,,11,2,1,1,100,ENGINEERING,Returning Students [P]
,,19,2,1,1,548,SCHOOL OF COMPUTING,Returning Students [P]
CS2102S,LECTURE 2,9,4,1,1,300,SCHOOL OF COMPUTING,Returning Students [P]
CS2103,LECTURE 1,19,1,10,1,10,ENGINEERING,Returning Students [P]
,,3,3,100,1,1500,SCHOOL OF COMPUTING,Returning Students [P]
CS2103,LECTURE 2,23,1,1,1,1,ENGINEERING,Returning Students [P]
,,41,3,1,1,100,SCHOOL OF COMPUTING,Returning Students [P]
CS2105,LECTURE 2,14,3,1,1,300,SCHOOL OF COMPUTING,Returning Students [P]
CS2106,LECTURE 1,9,2,103,1,1000,ENGINEERING,Returning Students [P]
,,7,3,1,1,35,SCHOOL OF COMPUTING,Returning Students [P]
CS2250,LECTURE 1,77,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
CS2261,LECTURE 1,41,3,1,1,20,SCHOOL OF COMPUTING,Returning Students [P]
CS2271,LECTURE 1,14,2,1,1,100,SCHOOL OF COMPUTING,Returning Students [P]
CS3103,LECTURE 1,5,0,0,0,0,SCIENCE,Returning Students [P]
,,14,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
CS3212,LECTURE 1,8,1,35,1,35,SCHOOL OF COMPUTING,Returning Students [P]
CS3214,LECTURE 1,42,1,300,1,300,SCHOOL OF COMPUTING,Returning Students [P]
CS3215,LECTURE 1,32,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
