Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
ACC1002,LECTURE B1,18,1,100,1,100,SCHOOL OF BUSINESS,Returning Students [P]
,,6,4,2,1,101,SCHOOL OF BUSINESS,New Students [P]
ACC1002X,LECTURE B1,15,0,0,0,0,SCIENCE,Returning Students [P]
,,110,97,1,1,6000,ENGINEERING,Returning Students [P]
,,8,6,1,1,1008,SCHOOL OF COMPUTING,Returning Students [P]
,,18,6,1,1,474,SCHOOL OF BUSINESS,Returning Students [P]
,,10,0,0,0,0,SCIENCE,New Students [P]
,,63,91,1,358,1568,ENGINEERING,New Students [P]
,,8,14,303,450,552,SCHOOL OF COMPUTING,New Students [P]
,,6,10,35,575,1091,SCHOOL OF BUSINESS,New Students [P]
,,2,2,50,1,1500,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
ACC1002X,LECTURE B2,15,0,0,0,0,SCIENCE,Returning Students [P]
,,113,85,1,1,4171,ENGINEERING,Returning Students [P]
,,30,1,10,1,10,SCHOOL OF COMPUTING,Returning Students [P]
,,30,2,1,1,102,SCHOOL OF BUSINESS,Returning Students [P]
,,10,0,0,0,0,SCIENCE,New Students [P]
,,60,86,50,421,1569,ENGINEERING,New Students [P]
,,18,26,1,153,1000,SCHOOL OF COMPUTING,New Students [P]
,,10,13,5,55,900,SCHOOL OF BUSINESS,New Students [P]
,,2,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
ACC1006,LECTURE C1,14,7,5,1,1000,SCHOOL OF BUSINESS,Returning Students [P]
,,5,2,1,1,10,SCHOOL OF BUSINESS,New Students [P]
ACC1006,LECTURE C2,69,4,1,1,10,SCHOOL OF BUSINESS,Returning Students [P]
,,24,5,1,1,500,SCHOOL OF BUSINESS,New Students [P]
ACC2002,LECTURE B1,8,2,10,1,824,SCHOOL OF COMPUTING,Returning Students [P]
,,10,11,2,100,1573,SCHOOL OF BUSINESS,Returning Students [P]
,,2,1,1,1,1,SCHOOL OF COMPUTING,New Students [P]
,,3,2,1,1,100,SCHOOL OF BUSINESS,New Students [P]
ACC2002,LECTURE B2,5,2,1,1,10,SCHOOL OF COMPUTING,Returning Students [P]
,,59,6,1,1,50,SCHOOL OF BUSINESS,Returning Students [P]
,,3,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
,,20,5,1,1,356,SCHOOL OF BUSINESS,New Students [P]
ACC4611,SECTIONAL TEACHING J1,40,26,1,1,1091,SCHOOL OF BUSINESS,Returning Students [P]
AR1102,DESIGN TUTORIAL 1,142,126,1,1,103,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR1326,LECTURE 1,142,127,1,1,103,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR1721,LECTURE 1,156,126,1,1,103,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR2102,DESIGN TUTORIAL 1,139,118,1,1,501,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
